#TYPE AzureOperation
"ProviderNamespace","ProviderName","Operation","OperationName","ResourceName","Description","IsDataAction"
"Microsoft ADHybridHealthService","Microsoft.ADHybridHealthService","Microsoft.ADHybridHealthService/services/servicemembers/metrics/groups/read","Gets information about different service metrics.","Service Member","Given a service, this API gets the metrics information.For example, this API can be used to get information related to: Extranet Account Lockouts, Total Failed Requests, Outstanding Token Requests (Proxy), Token Requests /sec etc for ADFederation service. NTLM Authentications/sec, LDAP Successful Binds/sec, LDAP Bind Time, LDAP Active Threads, Kerberos Authentications/sec, ATQ Threads Total etc for ADDomain Service. Run Profile Latency, TCP Connections Established, Insights Agent Private Bytes,Export Statistics to Azure AD for Sync Service.","False"
"Microsoft ADHybridHealthService","Microsoft.ADHybridHealthService","Microsoft.ADHybridHealthService/services/servicemembers/metrics/read","Gets the list of connectors and run profile names.","Service Member","Gets the list of connectors and run profile names for the given service and service member.","False"
"Microsoft ADHybridHealthService","Microsoft.ADHybridHealthService","Microsoft.ADHybridHealthService/services/servicemembers/read","Reads a server.","Service Member","Reads the server instance in the service.","False"
"Microsoft ADHybridHealthService","Microsoft.ADHybridHealthService","Microsoft.ADHybridHealthService/services/servicemembers/serviceconfiguration/read","Gets service configuration.","Service Member","Gets service configuration for a given tenant.","False"
"Microsoft ADHybridHealthService","Microsoft.ADHybridHealthService","Microsoft.ADHybridHealthService/services/tenantwhitelisting/read","Gets feature whitelisting status.","Service Member","Gets feature whitelisting status for a given tenant.","False"
"Microsoft ADHybridHealthService","Microsoft.ADHybridHealthService","Microsoft.ADHybridHealthService/services/write","Creates a service.","Service","Creates a service instance in the tenant.","False"
"Microsoft ADHybridHealthService","Microsoft.ADHybridHealthService","Microsoft.ADHybridHealthService/unregister/action","Unregisters the ADHybrid Health Service Resource Provider.","","Unregisters the subscription for ADHybrid Health Service Resource Provider.","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/advisorScore/read","Gets Advisor score","AdvisorScore","Gets the score data for given subscription","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/configurations/read","Read Configurations","Configurations","Get configurations","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/configurations/write","Create/Update Configuration","Configurations","Creates/updates configuration","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/generateRecommendations/action","Generate Recommendations","","Gets generate recommendations status","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/generateRecommendations/read","Get generate recommendations status","GenerateRecommendations","Gets generate recommendations status","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/metadata/read","Read Metadata","Metadata","Get Metadata","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/operations/read","Get operations","Operations","Gets the operations for the Microsoft Advisor","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/recommendations/available/action","New recommendation is available","Recommendations","New recommendation is available in Microsoft Advisor","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/recommendations/read","Read recommendations","Recommendations","Reads recommendations","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/recommendations/suppressions/delete","Delete Suppression","Suppressions","Deletes suppression","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/recommendations/suppressions/read","Read Suppressions","Suppressions","Gets suppressions","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/recommendations/suppressions/write","Create/Update Suppressions","Suppressions","Creates/updates suppressions","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/register/action","Register with the Provider","","Registers the subscription for the Microsoft Advisor","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/suppressions/delete","Delete Suppression","Suppressions","Deletes suppression","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/suppressions/read","Read Suppressions","Suppressions","Gets suppressions","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/suppressions/write","Create/Update Suppressions","Suppressions","Creates/updates suppressions","False"
"Microsoft Advisor","Microsoft.Advisor","Microsoft.Advisor/unregister/action","Unregister with the Provider","","Unregisters the subscription for the Microsoft Advisor","False"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/applicationData/delete","Delete AgFoodPlatform application operations data resource.","AgFoodPlatform application operations data","Deletes an existing AgFoodPlatform application operations data resource.","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/applicationData/read","Get or List AgFoodPlatform application operations data resource(s).","AgFoodPlatform application operations data","Gets or Lists existing AgFoodPlatform application operations data resource(s).","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/applicationData/write","Create or Update AgFoodPlatform application operations data.","AgFoodPlatform application operations data","Creates or Updates AgFoodPlatform application operations data.","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/attachments/delete","Delete AgFoodPlatform attachments resource.","AgFoodPlatform attachments","Deletes an existing AgFoodPlatform attachments resource.","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/attachments/read","Get or List AgFoodPlatform attachments resource(s).","AgFoodPlatform attachments","Gets or Lists existing AgFoodPlatform attachments resource(s).","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/attachments/write","Create or Update AgFoodPlatform attachments.","AgFoodPlatform attachments","Creates or Updates AgFoodPlatform attachments.","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/boundaries/delete","Delete AgFoodPlatform boundaries resource.","AgFoodPlatform boundaries","Deletes an existing AgFoodPlatform boundaries resource.","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/boundaries/read","Get or List AgFoodPlatform boundaries resource(s).","AgFoodPlatform boundaries","Gets or Lists existing AgFoodPlatform boundaries resource(s).","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/boundaries/write","Create or Update AgFoodPlatform boundaries.","AgFoodPlatform boundaries","Creates or Updates AgFoodPlatform boundaries.","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/checkNameAvailability/action","Check Name Availability","","Checks that resource name is valid and is not in use.","False"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/crops/delete","Delete AgFoodPlatform crops resource.","AgFoodPlatform crops","Deletes an existing AgFoodPlatform crops resource.","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/crops/read","Get or List AgFoodPlatform crops resource(s).","AgFoodPlatform crops","Gets or Lists existing AgFoodPlatform crops resource(s).","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/crops/write","Create or Update AgFoodPlatform crops.","AgFoodPlatform crops","Creates or Updates AgFoodPlatform crops.","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/cropVarieties/delete","Delete AgFoodPlatform crop varieties resource.","AgFoodPlatform crop varieties","Deletes an existing AgFoodPlatform crop varieties resource.","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/cropVarieties/read","Get or List AgFoodPlatform crop varieties resource(s).","AgFoodPlatform crop varieties","Gets or Lists existing AgFoodPlatform crop varieties resource(s).","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/cropVarieties/write","Create or Update AgFoodPlatform crop varieties.","AgFoodPlatform crop varieties","Creates or Updates AgFoodPlatform crop varieties.","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/deletionJobs/applicationDataCascadeDeleteJobs/read","Get or List AgFoodPlatform applicationDataCascadeDeleteJobs resource(s).","AgFoodPlatform applicationDataCascadeDeleteJobs","Gets or Lists existing AgFoodPlatform applicationDataCascadeDeleteJobs resource(s).","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/deletionJobs/applicationDataCascadeDeleteJobs/write","Create or Update AgFoodPlatform applicationDataCascadeDeleteJobs.","AgFoodPlatform applicationDataCascadeDeleteJobs","Creates or Updates AgFoodPlatform applicationDataCascadeDeleteJobs.","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/deletionJobs/boundariesCascadeDeleteJobs/read","Get or List AgFoodPlatform boundariesCascadeDeleteJobs resource(s).","AgFoodPlatform boundariesCascadeDeleteJobs","Gets or Lists existing AgFoodPlatform boundariesCascadeDeleteJobs resource(s).","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/deletionJobs/boundariesCascadeDeleteJobs/write","Create or Update AgFoodPlatform boundariesCascadeDeleteJobs.","AgFoodPlatform boundariesCascadeDeleteJobs","Creates or Updates AgFoodPlatform boundariesCascadeDeleteJobs.","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/deletionJobs/farmersCascadeDeleteJobs/read","Get or List AgFoodPlatform farmersCascadeDeleteJobs resource(s).","AgFoodPlatform farmersCascadeDeleteJobs","Gets or Lists existing AgFoodPlatform farmersCascadeDeleteJobs resource(s).","True"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.AgFoodPlatform/deletionJobs/farmersCascadeDeleteJobs/write","Create or Update AgFoodPlatform farmersCascadeDeleteJobs.","AgFoodPlatform farmersCascadeDeleteJobs","Creates or Updates AgFoodPlatform farmersCascadeDeleteJobs.","True"
