#TYPE AzureOperations
"ProviderNamespace","Operation","OperationName","ResourceName","IsDataAction","Description"
"Microsoft API Management","Microsoft.ApiManagement/service/networkstatus/read","Gets the network status of the service",,"False","Gets the network access status of resources on which the service depends on."
"Microsoft API Management","Microsoft.ApiManagement/service/locations/networkstatus/read","Gets the network status of the service in the location",,"False","Gets the network access status of resources on which the service depends on in the location."
"Microsoft API Management","Microsoft.ApiManagement/reports/read","Get reports",,"False","Get reports aggregated by time periods, geographical region, developers, products, APIs, operations, subscription and byRequest."
"Microsoft API Management","Microsoft.ApiManagement/service/tenant/read","Get tenant access settings or Get tenant policy configuration or Get tenant access information",,"False","Lists a collection of tenant access settings. or Get the Global policy definition of the Api Management service. or Get tenant access information details"
"Microsoft API Management","Microsoft.ApiManagement/service/tenant/write","Set tenant policy configuration or Update tenant access information or Update tenant access information",,"False","Set policy configuration for the tenant or Update tenant access information details or Update tenant access information details"
"Microsoft API Management","Microsoft.ApiManagement/service/tenant/delete","Remove tenant policy configuration",,"False","Remove policy configuration for the tenant"
"Microsoft API Management","Microsoft.ApiManagement/service/tenant/listSecrets/action","Get tenant access information",,"False","Get tenant access information details"
"Microsoft API Management","Microsoft.ApiManagement/service/tenant/regeneratePrimaryKey/action","Regenerate primary key",,"False","Regenerate primary access key"
"Microsoft API Management","Microsoft.ApiManagement/service/tenant/regenerateSecondaryKey/action","Regenerate secondary key",,"False","Regenerate secondary access key"
"Microsoft API Management","Microsoft.ApiManagement/service/tenant/deploy/action","Runs a deployment task to apply changes from the specified git branch",,"False","Runs a deployment task to apply changes from the specified git branch to the configuration in database."
"Microsoft API Management","Microsoft.ApiManagement/service/tenant/save/action","Creates commit with configuration snapshot",,"False","Creates commit with configuration snapshot to the specified branch in the repository"
"Microsoft API Management","Microsoft.ApiManagement/service/tenant/validate/action","Validates changes from the specified branch",,"False","Validates changes from the specified git branch"
"Microsoft API Management","Microsoft.ApiManagement/service/tenant/operationResults/read","Get operation results or Get operation result",,"False","Get list of operation results or Get result of a specific operation"
"Microsoft API Management","Microsoft.ApiManagement/service/tenant/syncState/read","Get status of last synchronization",,"False","Get status of last git synchronization"
"Microsoft API Management","Microsoft.ApiManagement/service/groups/read","Get groups list or Get group details",,"False","Lists a collection of groups defined within a service instance. or Gets the details of the group specified by its identifier."
"Microsoft API Management","Microsoft.ApiManagement/service/groups/write","Create group or Update group",,"False","Creates or Updates a group. or Updates the details of the group specified by its identifier."
"Microsoft API Management","Microsoft.ApiManagement/service/groups/delete","Remove group",,"False","Deletes specific group of the API Management service instance."
"Microsoft API Management","Microsoft.ApiManagement/service/groups/users/read","Get group users list",,"False","Lists a collection of user entities associated with the group."
"Microsoft API Management","Microsoft.ApiManagement/service/groups/users/write","Add user to group",,"False","Add existing user to existing group"
"Microsoft API Management","Microsoft.ApiManagement/service/groups/users/delete","Remove user from group",,"False","Remove existing user from existing group."
"Microsoft API Management","Microsoft.ApiManagement/service/users/read","Get users list or Get user details",,"False","Lists a collection of registered users in the specified service instance. or Gets the details of the user specified by its identifier."
"Microsoft API Management","Microsoft.ApiManagement/service/users/write","Register new user or Update user",,"False","Creates or Updates a user. or Updates the details of the user specified by its identifier."
"Microsoft API Management","Microsoft.ApiManagement/service/users/delete","Remove user",,"False","Deletes specific user."
"Microsoft API Management","Microsoft.ApiManagement/service/users/generateSsoUrl/action","Generage SSO URL",,"False","Retrieves a redirection URL containing an authentication token for signing a given user into the developer portal."
"Microsoft API Management","Microsoft.ApiManagement/service/users/token/action","Get token",,"False","Gets the Shared Access Authorization Token for the User."
"Microsoft API Management","Microsoft.ApiManagement/service/users/groups/read","Get user groups list",,"False","Lists all user groups."
"Microsoft API Management","Microsoft.ApiManagement/service/users/subscriptions/read","Get user subscriptions list",,"False","Lists the collection of subscriptions of the specified user."
"Microsoft API Management","Microsoft.ApiManagement/service/products/read","Get product list or Get product details",,"False","Lists a collection of products in the specified service instance. or Gets the details of the product specified by its identifier."
"Microsoft API Management","Microsoft.ApiManagement/service/products/write","Create product or Update product",,"False","Creates or Updates a product. or Update existing product details."
"Microsoft API Management","Microsoft.ApiManagement/service/products/delete","Remove product",,"False","Delete product."
"Microsoft API Management","Microsoft.ApiManagement/service/products/apis/read","Get product APIs list",,"False","Lists a collection of the APIs associated with a product."
"Microsoft API Management","Microsoft.ApiManagement/service/products/apis/write","Add API to product",,"False","Adds an API to the specified product."
"Microsoft API Management","Microsoft.ApiManagement/service/products/apis/delete","Remove API from product",,"False","Deletes the specified API from the specified product."
"Microsoft API Management","Microsoft.ApiManagement/service/products/subscriptions/read","Get product subscriptions list",,"False","Lists the collection of subscriptions to the specified product."
"Microsoft API Management","Microsoft.ApiManagement/service/products/policies/read","Get Product policies or Get Product policy configuration",,"False","Get the policy configuration at the Product level. or Get the policy configuration at the Product level."
"Microsoft API Management","Microsoft.ApiManagement/service/products/policies/write","Set Product policy configuration",,"False","Creates or updates policy configuration for the Product."
"Microsoft API Management","Microsoft.ApiManagement/service/products/policies/delete","Remove Product policy configuration from policies",,"False","Deletes the policy configuration at the Product."
"Microsoft API Management","Microsoft.ApiManagement/service/products/groups/read","Get product groups list",,"False","Lists the collection of developer groups associated with the specified product."
"Microsoft API Management","Microsoft.ApiManagement/service/products/groups/write","Associate group with product",,"False","Adds the association between the specified developer group with the specified product."
"Microsoft API Management","Microsoft.ApiManagement/service/products/groups/delete","Delete group with product association",,"False","Deletes the association between the specified group and product."
"Microsoft API Management","Microsoft.ApiManagement/service/products/tags/read","Get product tags or Tag details",,"False","Lists all Tags associated with the Product. or Get tag associated with the Product."
"Microsoft API Management","Microsoft.ApiManagement/service/products/tags/write","Associate Tag with Product",,"False","Assign tag to the Product."
"Microsoft API Management","Microsoft.ApiManagement/service/products/tags/delete","Delete Tag with Product association",,"False","Detach the tag from the Product."
"Microsoft API Management","Microsoft.ApiManagement/service/subscriptions/read","Get subscriptions list or Get subscripiton details",,"False","Lists all subscriptions of the API Management service instance. or Gets the specified Subscription entity (without keys)."
"Microsoft API Management","Microsoft.ApiManagement/service/subscriptions/write","Subscribe to product or Update subscription",,"False","Creates or updates the subscription of specified user to the specified product. or Updates the details of a subscription specified by its identifier."
"Microsoft API Management","Microsoft.ApiManagement/service/subscriptions/delete","Delete subscription",,"False","Deletes the specified subscription."
"Microsoft API Management","Microsoft.ApiManagement/service/subscriptions/regeneratePrimaryKey/action","Regenerate subscription PK",,"False","Regenerates primary key of existing subscription of the API Management service instance."
"Microsoft API Management","Microsoft.ApiManagement/service/subscriptions/regenerateSecondaryKey/action","Regenerate subscription SK",,"False","Regenerates secondary key of existing subscription of the API Management service instance."
